,Time,Uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVENC,NVJPG,NVJPG1,SE,VIC,Fan pwmfan0,Temp CPU,Temp CV0,Temp CV1,Temp CV2,Temp GPU,Temp SOC0,Temp SOC1,Temp SOC2,Temp tj,Power tj,Power TOT,jetson_clocks,nvp model,time,uptime
0,2023-12-14 19:53:07,2:35:34.490000,8,90,10,7,6,9,0.6696907669262562,0.00013384697108487152,0,20.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.281,-256.0,-256.0,-256.0,62.281,60.0,61.25,61.406,62.281,1837,8266,OFF,15W,2023-12-14 19:53:07.424960,0 days 02:35:34.490000
0,2023-12-14 19:54:07,2:36:34.550000,21,29,10,74,10,12,0.6696797873091311,0.00013384697108487152,0,5.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.0,-256.0,-256.0,-256.0,62.437,59.906,61.093,61.437,62.437,1876,8426,OFF,15W,2023-12-14 19:54:07.503380,0 days 02:36:34.550000
0,2023-12-14 19:55:07,2:37:34.610000,86,8,5,9,9,8,0.6696013614725235,0.00013384697108487152,0,5.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.156,-256.0,-256.0,-256.0,62.437,60.093,61.125,61.406,62.437,1837,8346,OFF,15W,2023-12-14 19:55:07.579421,0 days 02:37:34.610000
0,2023-12-14 19:56:07,2:38:34.670000,37,26,46,9,20,20,0.6692191662287891,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.156,-256.0,-256.0,-256.0,62.625,60.062,61.218,61.437,62.625,1876,8466,OFF,15W,2023-12-14 19:56:07.622948,0 days 02:38:34.670000
0,2023-12-14 19:57:07,2:39:34.730000,13,12,24,11,18,74,0.6686163329647319,0.00013384697108487152,0,27.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.437,-256.0,-256.0,-256.0,62.375,60.0,61.093,61.5,62.437,1837,8386,OFF,15W,2023-12-14 19:57:07.677367,0 days 02:39:34.730000
0,2023-12-14 19:58:07,2:40:34.780000,24,8,27,10,87,10,0.6689854572356984,0.00013384697108487152,0,83.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.468,-256.0,-256.0,-256.0,62.812,60.156,61.312,61.468,62.812,1837,8546,OFF,15W,2023-12-14 19:58:07.711424,0 days 02:40:34.780000
0,2023-12-14 19:59:07,2:41:34.840000,9,14,7,5,89,8,0.6691318521306993,0.00013384697108487152,0,95.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.343,-256.0,-256.0,-256.0,62.718,59.968,61.093,61.5,62.718,1837,8346,OFF,15W,2023-12-14 19:59:07.776969,0 days 02:41:34.840000
0,2023-12-14 20:00:07,2:42:34.900000,24,82,16,8,10,20,0.6690335584154844,0.00013384697108487152,0,2.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.312,-256.0,-256.0,-256.0,62.562,60.0,61.156,61.593,62.375,1876,8626,OFF,15W,2023-12-14 20:00:07.855424,0 days 02:42:34.900000
0,2023-12-14 20:01:07,2:43:34.960000,32,66,8,7,10,6,0.669345170406272,0.00013384697108487152,0,28.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.312,-256.0,-256.0,-256.0,62.562,60.187,61.187,61.5,62.562,1837,8306,OFF,15W,2023-12-14 20:01:07.936277,0 days 02:43:34.960000
0,2023-12-14 20:02:08,2:44:35.020000,11,8,39,64,8,7,0.6705482227398327,0.00013384697108487152,0,37.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.25,-256.0,-256.0,-256.0,62.656,60.062,61.25,61.687,62.656,1837,8426,OFF,15W,2023-12-14 20:02:08.017298,0 days 02:44:35.020000
0,2023-12-14 20:03:08,2:45:35.080000,46,22,34,7,18,10,0.6696437114242916,0.00013384697108487152,0,43.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.531,-256.0,-256.0,-256.0,62.656,60.343,61.406,61.531,62.531,1837,8266,OFF,15W,2023-12-14 20:03:08.098383,0 days 02:45:35.080000
0,2023-12-14 20:04:08,2:46:35.140000,11,5,7,88,10,11,0.6693979771362545,0.00013384697108487152,0,7.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.187,-256.0,-256.0,-256.0,62.625,60.156,61.281,61.562,62.625,1837,8386,OFF,15W,2023-12-14 20:04:08.180140,0 days 02:46:35.140000
0,2023-12-14 20:05:08,2:47:35.200000,23,88,13,5,10,17,0.6696839700204169,0.00013384697108487152,0,31.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.5,-256.0,-256.0,-256.0,62.562,60.093,61.25,61.656,62.468,1837,8386,OFF,15W,2023-12-14 20:05:08.260166,0 days 02:47:35.200000
0,2023-12-14 20:06:08,2:48:35.250000,8,11,13,8,40,55,0.6701330886447231,0.00013384697108487152,0,5.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.25,-256.0,-256.0,-256.0,62.718,60.125,61.343,61.687,62.718,1837,8346,OFF,15W,2023-12-14 20:06:08.338423,0 days 02:48:35.250000
0,2023-12-14 20:07:08,2:49:35.310000,27,84,11,5,19,12,0.6702820977342776,0.00013384697108487152,0,47.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.218,-256.0,-256.0,-256.0,62.375,60.125,61.312,61.687,62.5,1837,8346,OFF,15W,2023-12-14 20:07:08.411381,0 days 02:49:35.310000
0,2023-12-14 20:08:08,2:50:35.370000,44,9,55,4,9,8,0.6702988285794206,0.00013384697108487152,0,98.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.375,-256.0,-256.0,-256.0,62.906,60.375,61.343,61.625,62.437,1837,8266,OFF,15W,2023-12-14 20:08:08.483671,0 days 02:50:35.370000
0,2023-12-14 20:09:08,2:51:35.430000,14,20,22,20,45,51,0.6705900498526901,0.00013384697108487152,0,61.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.468,-256.0,-256.0,-256.0,62.531,60.062,61.25,61.562,62.531,1837,8426,OFF,15W,2023-12-14 20:09:08.556630,0 days 02:51:35.430000
0,2023-12-14 20:10:08,2:52:35.490000,7,8,7,88,5,12,0.6706114862480296,0.00013384697108487152,0,6.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.406,-256.0,-256.0,-256.0,62.468,60.062,61.343,61.687,62.468,1837,8346,OFF,15W,2023-12-14 20:10:08.635407,0 days 02:52:35.490000
0,2023-12-14 20:11:08,2:53:35.550000,29,12,69,11,17,25,0.6702449761716166,0.00013384697108487152,0,85.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.25,-256.0,-256.0,-256.0,62.531,60.218,61.343,61.687,62.531,1837,8426,OFF,15W,2023-12-14 20:11:08.661260,0 days 02:53:35.550000
0,2023-12-14 20:12:08,2:54:35.610000,42,54,8,8,7,10,0.6699527092205256,0.00013384697108487152,0,52.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.25,-256.0,-256.0,-256.0,62.687,60.187,61.312,61.718,62.687,1837,8266,OFF,15W,2023-12-14 20:12:08.734274,0 days 02:54:35.610000
0,2023-12-14 20:13:08,2:55:35.660000,24,8,10,15,14,81,0.6721125567606993,0.00013384697108487152,0,10.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.593,-256.0,-256.0,-256.0,63.0,60.281,61.375,61.625,62.656,1837,8546,OFF,15W,2023-12-14 20:13:08.807430,0 days 02:55:35.660000
0,2023-12-14 20:14:08,2:56:35.720000,11,8,7,18,83,7,0.6699584604485435,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.218,-256.0,-256.0,-256.0,62.593,60.062,61.218,61.718,62.593,1837,8346,OFF,15W,2023-12-14 20:14:08.883713,0 days 02:56:35.720000
0,2023-12-14 20:15:08,2:57:35.780000,8,12,35,60,8,8,0.6704562030915465,0.00013384697108487152,0,98.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.812,-256.0,-256.0,-256.0,62.562,60.187,61.281,61.656,62.812,1837,8386,OFF,15W,2023-12-14 20:15:08.927154,0 days 02:57:35.780000
0,2023-12-14 20:16:08,2:58:35.840000,11,13,20,88,8,6,0.6705801159133865,0.00013384697108487152,0,5.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.312,-256.0,-256.0,-256.0,62.593,60.281,61.343,61.875,62.593,1837,8386,OFF,15W,2023-12-14 20:16:08.999417,0 days 02:58:35.840000
0,2023-12-14 20:17:09,2:59:35.900000,7,88,7,8,9,5,0.6704640456752072,0.00013384697108487152,0,5.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.593,-256.0,-256.0,-256.0,62.75,60.093,61.312,61.75,62.75,1837,8386,OFF,15W,2023-12-14 20:17:09.081295,0 days 02:59:35.900000
0,2023-12-14 20:18:09,3:00:35.960000,85,6,11,22,15,18,0.6705628622293328,0.00013384697108487152,0,8.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.156,-256.0,-256.0,-256.0,62.843,60.218,61.343,61.812,62.843,1837,8146,OFF,15W,2023-12-14 20:18:09.095376,0 days 03:00:35.960000
0,2023-12-14 20:19:09,3:01:36.010000,11,13,70,14,13,10,0.6706203745095117,0.00013384697108487152,0,98.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.343,-256.0,-256.0,-256.0,62.843,60.156,61.312,61.687,62.843,1837,8266,OFF,15W,2023-12-14 20:19:09.167415,0 days 03:01:36.010000
0,2023-12-14 20:20:09,3:02:36.070000,10,22,19,12,88,4,0.6706705670449407,0.00013384697108487152,0,5.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.468,-256.0,-256.0,-256.0,62.781,60.218,61.343,61.687,62.781,1837,8466,OFF,15W,2023-12-14 20:20:09.207420,0 days 03:02:36.070000
0,2023-12-14 20:21:09,3:03:36.130000,19,7,5,80,7,15,0.6706235115429761,0.00013384697108487152,0,5.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.625,-256.0,-256.0,-256.0,62.562,60.218,61.406,61.875,62.562,1837,8346,OFF,15W,2023-12-14 20:21:09.287418,0 days 03:03:36.130000
0,2023-12-14 20:22:09,3:04:36.190000,23,23,48,23,15,27,0.6708112107119236,0.00013384697108487152,0,37.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.468,-256.0,-256.0,-256.0,62.531,60.187,61.281,61.656,62.531,1837,8306,OFF,15W,2023-12-14 20:22:09.368249,0 days 03:04:36.190000
0,2023-12-14 20:23:09,3:05:36.240000,8,7,10,7,88,9,0.6708305557516201,0.00013384697108487152,0,22.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.687,-256.0,-256.0,-256.0,62.468,60.406,61.625,61.718,62.687,1837,8226,OFF,15W,2023-12-14 20:23:09.447424,0 days 03:05:36.240000
0,2023-12-14 20:24:09,3:06:36.290000,36,29,24,9,18,43,0.6708023224504414,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.625,-256.0,-256.0,-256.0,62.843,60.312,61.531,61.718,62.843,1837,8466,OFF,15W,2023-12-14 20:24:09.506463,0 days 03:06:36.290000
0,2023-12-14 20:25:09,3:07:36.350000,59,5,10,5,32,18,0.6701723015630269,0.00013384697108487152,0,18.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.468,-256.0,-256.0,-256.0,62.937,60.468,61.656,61.843,62.937,1837,8346,OFF,15W,2023-12-14 20:25:09.579388,0 days 03:07:36.350000
0,2023-12-14 20:26:09,3:08:36.410000,14,19,22,11,20,78,0.6703484982759387,0.00013384697108487152,0,37.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.437,-256.0,-256.0,-256.0,62.625,60.25,61.468,61.843,62.625,1837,8466,OFF,15W,2023-12-14 20:26:09.621734,0 days 03:08:36.410000
0,2023-12-14 20:27:09,3:09:36.470000,68,8,5,4,6,32,0.6702156971926164,0.00013384697108487152,0,19.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.875,-256.0,-256.0,-256.0,62.937,60.281,61.437,61.843,62.937,1837,8226,OFF,15W,2023-12-14 20:27:09.699413,0 days 03:09:36.470000
0,2023-12-14 20:28:09,3:10:36.530000,22,37,7,46,24,10,0.6725920000418271,0.00013384697108487152,0,19.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.625,-256.0,-256.0,-256.0,62.687,60.312,61.5,61.843,62.687,1837,8466,OFF,15W,2023-12-14 20:28:09.773188,0 days 03:10:36.530000
0,2023-12-14 20:29:09,3:11:36.590000,88,8,7,7,10,11,0.6704243099179927,0.00013384697108487152,0,29.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.625,-256.0,-256.0,-256.0,62.562,60.343,61.343,61.843,62.562,1837,8186,OFF,15W,2023-12-14 20:29:09.820245,0 days 03:11:36.590000
0,2023-12-14 20:30:09,3:12:36.650000,30,11,8,23,24,37,0.6703092853576349,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.718,-256.0,-256.0,-256.0,63.031,60.406,61.468,61.812,63.031,1837,8346,OFF,15W,2023-12-14 20:30:09.860460,0 days 03:12:36.650000
0,2023-12-14 20:31:09,3:13:36.700000,9,9,12,86,16,9,0.6704995987211361,0.00013384697108487152,0,31.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.406,-256.0,-256.0,-256.0,62.843,60.312,61.468,61.812,62.843,1837,8226,OFF,15W,2023-12-14 20:31:09.939373,0 days 03:13:36.700000
0,2023-12-14 20:32:09,3:14:36.760000,8,9,82,11,13,6,0.6707416731367982,0.00013384697108487152,0,83.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.375,-256.0,-256.0,-256.0,63.093,60.468,61.406,61.812,62.812,1837,8306,OFF,15W,2023-12-14 20:32:09.961865,0 days 03:14:36.760000
0,2023-12-14 20:33:10,3:15:36.820000,26,10,7,11,19,85,0.6705665221017079,0.00013384697108487152,0,68.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.54901960784314,62.5,-256.0,-256.0,-256.0,62.906,60.312,61.531,61.875,62.906,1837,8266,OFF,15W,2023-12-14 20:33:10.037307,0 days 03:15:36.820000
0,2023-12-14 20:34:10,3:16:36.880000,9,81,17,6,7,8,0.6706480849717797,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.718,-256.0,-256.0,-256.0,62.906,60.343,61.406,61.875,62.906,1837,8386,OFF,15W,2023-12-14 20:34:10.090467,0 days 03:16:36.880000
0,2023-12-14 20:35:10,3:17:36.940000,23,6,28,20,73,7,0.670780886055102,0.00013384697108487152,0,98.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.437,-256.0,-256.0,-256.0,62.781,60.406,61.531,61.75,62.781,1837,8306,OFF,15W,2023-12-14 20:35:10.163425,0 days 03:17:36.940000
0,2023-12-14 20:36:10,3:18:37,8,6,6,16,83,9,0.6708922507430848,0.00013384697108487152,0,95.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.625,-256.0,-256.0,-256.0,62.531,60.437,61.406,61.656,62.625,1837,8266,OFF,15W,2023-12-14 20:36:10.241505,0 days 03:18:37
0,2023-12-14 20:37:10,3:19:37.060000,23,15,12,42,40,37,0.6706109634091189,0.00013384697108487152,0,36.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.625,-256.0,-256.0,-256.0,63.031,60.375,61.625,61.75,63.031,1837,8426,OFF,15W,2023-12-14 20:37:10.319966,0 days 03:19:37.060000
0,2023-12-14 20:38:10,3:20:37.110000,90,12,6,5,8,3,0.6709947271695854,0.00013384697108487152,0,25.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.531,-256.0,-256.0,-256.0,62.562,60.468,61.656,61.875,62.562,1837,8186,OFF,15W,2023-12-14 20:38:10.392990,0 days 03:20:37.110000
0,2023-12-14 20:39:10,3:21:37.170000,7,22,10,44,57,20,0.6711155029579612,0.00013384697108487152,0,43.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.75,-256.0,-256.0,-256.0,62.906,60.468,61.593,61.812,62.906,1837,8426,OFF,15W,2023-12-14 20:39:10.472479,0 days 03:21:37.170000
0,2023-12-14 20:40:10,3:22:37.230000,12,87,2,9,11,9,0.6697561217900959,0.00013384697108487152,0,35.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.562,-256.0,-256.0,-256.0,62.687,60.406,61.562,61.968,62.687,1837,8226,OFF,15W,2023-12-14 20:40:10.551387,0 days 03:22:37.230000
0,2023-12-14 20:41:10,3:23:37.290000,37,41,8,10,19,44,0.6702679810836882,0.00013384697108487152,0,22.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.562,-256.0,-256.0,-256.0,62.687,60.25,61.468,61.812,62.687,1837,8506,OFF,15W,2023-12-14 20:41:10.623415,0 days 03:23:37.290000
0,2023-12-14 20:42:10,3:24:37.350000,8,72,26,6,6,8,0.6702502045607238,0.00013384697108487152,0,34.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.531,-256.0,-256.0,-256.0,63.281,60.468,61.625,61.906,63.281,1837,8386,OFF,15W,2023-12-14 20:42:10.695604,0 days 03:24:37.350000
0,2023-12-14 20:43:10,3:25:37.410000,27,19,9,73,18,12,0.6702397477825095,0.00013384697108487152,0,7.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.593,-256.0,-256.0,-256.0,63.187,60.375,61.5,61.875,63.187,1837,8546,OFF,15W,2023-12-14 20:43:10.770021,0 days 03:25:37.410000
0,2023-12-14 20:44:10,3:26:37.470000,12,8,14,4,5,87,0.6705879584970472,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.531,-256.0,-256.0,-256.0,62.968,60.437,61.562,61.875,62.968,1837,8386,OFF,15W,2023-12-14 20:44:10.847394,0 days 03:26:37.470000
0,2023-12-14 20:45:10,3:27:37.520000,13,15,33,69,8,8,0.6721209221832707,0.00013384697108487152,0,60.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.656,-256.0,-256.0,-256.0,62.75,60.375,61.5,61.906,62.75,1837,8506,OFF,15W,2023-12-14 20:45:10.862464,0 days 03:27:37.520000
0,2023-12-14 20:46:10,3:28:37.580000,9,18,45,53,6,10,0.6705273091834041,0.00013384697108487152,0,45.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.406,-256.0,-256.0,-256.0,62.593,60.437,61.562,61.875,62.593,1837,8266,OFF,15W,2023-12-14 20:46:10.933434,0 days 03:28:37.580000
0,2023-12-14 20:47:10,3:29:37.640000,33,9,9,9,8,60,0.6709502858621744,0.00013384697108487152,0,22.3,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.593,-256.0,-256.0,-256.0,62.593,60.406,61.656,61.875,62.593,1837,8186,OFF,15W,2023-12-14 20:47:10.959401,0 days 03:29:37.640000
0,2023-12-14 20:48:11,3:30:37.690000,21,9,89,8,12,17,0.6708017996115306,0.00013384697108487152,0,43.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.625,-256.0,-256.0,-256.0,62.562,60.468,61.562,61.812,62.656,1837,8266,OFF,15W,2023-12-14 20:48:11.031380,0 days 03:30:37.690000
0,2023-12-14 20:49:11,3:31:37.750000,8,12,6,89,6,8,0.6708676773142811,0.00013384697108487152,0,23.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.375,-256.0,-256.0,-256.0,62.781,60.375,61.468,61.875,62.968,1837,8346,OFF,15W,2023-12-14 20:49:11.076423,0 days 03:31:37.750000
0,2023-12-14 20:50:11,3:32:37.810000,24,19,18,53,35,8,0.6711092288910325,0.00013384697108487152,0,31.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.5,-256.0,-256.0,-256.0,62.843,60.468,61.531,61.812,62.718,1837,8306,OFF,15W,2023-12-14 20:50:11.128937,0 days 03:32:37.810000
0,2023-12-14 20:51:11,3:33:37.870000,9,10,85,6,8,10,0.6711034776630146,0.00013384697108487152,0,74.6,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.531,-256.0,-256.0,-256.0,62.687,60.468,61.5,61.937,62.968,1837,8266,OFF,15W,2023-12-14 20:51:11.203390,0 days 03:33:37.870000
0,2023-12-14 20:52:11,3:34:37.930000,20,10,20,10,5,88,0.6711850405330866,0.00013384697108487152,0,37.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.5,-256.0,-256.0,-256.0,62.781,60.468,61.656,61.875,62.781,1837,8426,OFF,15W,2023-12-14 20:52:11.275382,0 days 03:34:37.930000
0,2023-12-14 20:53:11,3:35:37.990000,55,14,19,14,19,11,0.6712603293362298,0.00013384697108487152,0,95.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.531,-256.0,-256.0,-256.0,62.531,60.375,61.531,61.875,62.531,1837,8226,OFF,15W,2023-12-14 20:53:11.351398,0 days 03:35:37.990000
0,2023-12-14 20:54:11,3:36:38.050000,19,27,24,52,6,28,0.6700164955676331,0.00013384697108487152,0,72.5,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.468,-256.0,-256.0,-256.0,63.062,60.406,61.5,61.906,63.062,1837,8506,OFF,15W,2023-12-14 20:54:11.390283,0 days 03:36:38.050000
0,2023-12-14 20:55:11,3:37:38.100000,89,6,5,13,5,11,0.6701398855505625,0.00013384697108487152,0,27.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.343,-256.0,-256.0,-256.0,62.968,60.656,61.468,61.906,62.968,1837,8146,OFF,15W,2023-12-14 20:55:11.449643,0 days 03:37:38.100000
0,2023-12-14 20:56:11,3:38:38.160000,39,52,24,8,19,14,0.6709732907742461,0.00013384697108487152,0,18.1,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.562,-256.0,-256.0,-256.0,62.906,60.375,61.437,61.968,62.906,1837,8426,OFF,15W,2023-12-14 20:56:11.523959,0 days 03:38:38.160000
0,2023-12-14 20:57:11,3:39:38.220000,9,7,10,4,69,30,0.6708650631197275,0.00013384697108487152,0,5.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,73.33333333333333,62.781,-256.0,-256.0,-256.0,62.906,60.593,61.531,61.906,62.906,1837,8426,OFF,15W,2023-12-14 20:57:11.599392,0 days 03:39:38.220000
0,2023-12-14 20:58:11,3:40:38.280000,14,9,14,8,11,83,0.6712420299743548,0.00013384697108487152,0,22.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.906,-256.0,-256.0,-256.0,62.906,60.593,61.687,61.906,62.906,1837,8466,OFF,15W,2023-12-14 20:58:11.673885,0 days 03:40:38.280000
0,2023-12-14 20:59:11,3:41:38.340000,11,88,9,19,10,14,0.6710297573766035,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.593,-256.0,-256.0,-256.0,63.187,60.468,61.531,62.0,63.0,1837,8426,OFF,15W,2023-12-14 20:59:11.696498,0 days 03:41:38.340000
0,2023-12-14 21:00:11,3:42:38.400000,17,7,10,10,7,76,0.6711552387151757,0.00013384697108487152,0,58.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.687,-256.0,-256.0,-256.0,63.0,60.562,61.718,61.906,63.0,1837,8226,OFF,15W,2023-12-14 21:00:11.770059,0 days 03:42:38.400000
0,2023-12-14 21:01:11,3:43:38.450000,23,7,21,81,18,11,0.6708425810465667,0.00013384697108487152,0,97.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.5,-256.0,-256.0,-256.0,62.937,60.468,61.625,61.968,62.937,1837,8266,OFF,15W,2023-12-14 21:01:11.843387,0 days 03:43:38.450000
0,2023-12-14 21:02:11,3:44:38.510000,9,9,9,16,65,21,0.670960219801478,0.00013384697108487152,0,18.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.625,-256.0,-256.0,-256.0,63.093,60.656,61.5,61.875,63.093,1837,8386,OFF,15W,2023-12-14 21:02:11.916595,0 days 03:44:38.510000
0,2023-12-14 21:03:11,3:45:38.570000,20,24,10,16,18,72,0.6709278037890136,0.00013384697108487152,0,0.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.937,-256.0,-256.0,-256.0,63.0,60.625,61.531,61.906,63.0,1876,8466,OFF,15W,2023-12-14 21:03:11.991381,0 days 03:45:38.570000
0,2023-12-14 21:04:12,3:46:38.630000,9,68,7,28,12,9,0.6709764278077103,0.00013384697108487152,0,47.2,OFF,OFF,OFF,OFF,OFF,307200,OFF,74.90196078431373,62.656,-256.0,-256.0,-256.0,62.75,60.5,61.531,62.062,62.75,1837,8306,OFF,15W,2023-12-14 21:04:12.063365,0 days 03:46:38.630000
0,2023-12-14 21:05:12,3:47:39.690000,10,89,5,9,7,8,0.6712791515370157,0.00013384697108487152,0,96.8,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.781,-256.0,-256.0,-256.0,62.843,60.593,61.593,62.125,62.843,1837,8386,OFF,15W,2023-12-14 21:05:12.135367,0 days 03:47:39.690000
0,2023-12-14 21:06:12,3:48:39.750000,19,28,12,23,30,46,0.6716676208476787,0.00013384697108487152,0,26.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.781,-256.0,-256.0,-256.0,62.906,60.656,61.593,62.093,63.218,1876,8586,OFF,15W,2023-12-14 21:06:12.207377,0 days 03:48:39.750000
0,2023-12-14 21:07:12,3:49:39.810000,8,89,7,9,6,11,0.6712958823821586,0.00013384697108487152,0,20.7,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.75,-256.0,-256.0,-256.0,63.187,60.5,61.656,62.062,63.187,1876,8506,OFF,15W,2023-12-14 21:07:12.283464,0 days 03:49:39.810000
0,2023-12-14 21:08:12,3:50:39.860000,8,80,17,10,10,17,0.6720356994408238,0.00013384697108487152,0,47.0,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.687,-256.0,-256.0,-256.0,63.062,60.468,61.625,62.062,63.062,1876,8586,OFF,15W,2023-12-14 21:08:12.355444,0 days 03:50:39.860000
0,2023-12-14 21:09:12,3:51:39.920000,10,6,21,15,44,48,0.6706344911601011,0.00013384697108487152,0,42.9,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.625,-256.0,-256.0,-256.0,63.125,60.5,61.562,62.031,62.843,1837,8386,OFF,15W,2023-12-14 21:09:12.435391,0 days 03:51:39.920000
0,2023-12-14 21:10:12,3:52:39.980000,13,5,9,6,11,87,0.6708817939648705,0.00013384697108487152,0,3.4,OFF,OFF,OFF,OFF,OFF,307200,OFF,72.94117647058823,62.625,-256.0,-256.0,-256.0,62.843,60.468,61.562,62.0,62.843,1876,8386,OFF,15W,2023-12-14 21:10:12.515852,0 days 03:52:39.980000
